"Notes"	"State"	"State Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m^2)
	"Colorado"	"08"	"Feb, 1993"	"1993/02"	11903.68
	"Colorado"	"08"	"Mar, 1993"	"1993/03"	16441.45
	"Colorado"	"08"	"Apr, 1993"	"1993/04"	20522.93
	"Colorado"	"08"	"May, 1993"	"1993/05"	24147.43
	"Colorado"	"08"	"Jun, 1993"	"1993/06"	26658.35
	"Colorado"	"08"	"Jul, 1993"	"1993/07"	25426.99
	"Colorado"	"08"	"Aug, 1993"	"1993/08"	21329.49
	"Colorado"	"08"	"Sep, 1993"	"1993/09"	18996.66
	"Colorado"	"08"	"Oct, 1993"	"1993/10"	13879.71
	"Colorado"	"08"	"Nov, 1993"	"1993/11"	9800.37
	"Colorado"	"08"	"Dec, 1993"	"1993/12"	8551.37
	"Colorado"	"08"	"Jan, 1994"	"1994/01"	9206.84
	"Colorado"	"08"	"Feb, 1994"	"1994/02"	12545.45
	"Colorado"	"08"	"Mar, 1994"	"1994/03"	16710.67
	"Colorado"	"08"	"Apr, 1994"	"1994/04"	19611.25
	"Colorado"	"08"	"May, 1994"	"1994/05"	25159.41
	"Colorado"	"08"	"Jun, 1994"	"1994/06"	27257.13
	"Colorado"	"08"	"Jul, 1994"	"1994/07"	25384.71
	"Colorado"	"08"	"Aug, 1994"	"1994/08"	22138.75
	"Colorado"	"08"	"Sep, 1994"	"1994/09"	18751.49
	"Colorado"	"08"	"Oct, 1994"	"1994/10"	14285.33
	"Colorado"	"08"	"Nov, 1994"	"1994/11"	10012.19
	"Colorado"	"08"	"Dec, 1994"	"1994/12"	8264.17
	"Colorado"	"08"	"Jan, 1995"	"1995/01"	8980.92
	"Colorado"	"08"	"Feb, 1995"	"1995/02"	12838.68
	"Colorado"	"08"	"Mar, 1995"	"1995/03"	16066.19
	"Colorado"	"08"	"Apr, 1995"	"1995/04"	20009.21
	"Colorado"	"08"	"May, 1995"	"1995/05"	22368.94
	"Colorado"	"08"	"Jun, 1995"	"1995/06"	25969.11
	"Colorado"	"08"	"Jul, 1995"	"1995/07"	25295.70
	"Colorado"	"08"	"Aug, 1995"	"1995/08"	22619.82
	"Colorado"	"08"	"Sep, 1995"	"1995/09"	17984.48
	"Colorado"	"08"	"Oct, 1995"	"1995/10"	14911.87
	"Colorado"	"08"	"Nov, 1995"	"1995/11"	10123.69
	"Colorado"	"08"	"Dec, 1995"	"1995/12"	8448.08
	"Colorado"	"08"	"Jan, 1996"	"1996/01"	9084.13
	"Colorado"	"08"	"Feb, 1996"	"1996/02"	12654.53
	"Colorado"	"08"	"Mar, 1996"	"1996/03"	16739.75
	"Colorado"	"08"	"Apr, 1996"	"1996/04"	20715.30
	"Colorado"	"08"	"May, 1996"	"1996/05"	25079.55
	"Colorado"	"08"	"Jun, 1996"	"1996/06"	26604.24
	"Colorado"	"08"	"Jul, 1996"	"1996/07"	24902.26
	"Colorado"	"08"	"Aug, 1996"	"1996/08"	22354.68
	"Colorado"	"08"	"Sep, 1996"	"1996/09"	17957.69
	"Colorado"	"08"	"Oct, 1996"	"1996/10"	14357.54
	"Colorado"	"08"	"Nov, 1996"	"1996/11"	10155.93
	"Colorado"	"08"	"Dec, 1996"	"1996/12"	8377.34
	"Colorado"	"08"	"Jan, 1997"	"1997/01"	9122.61
	"Colorado"	"08"	"Feb, 1997"	"1997/02"	12088.85
	"Colorado"	"08"	"Mar, 1997"	"1997/03"	17505.67
	"Colorado"	"08"	"Apr, 1997"	"1997/04"	19751.11
	"Colorado"	"08"	"May, 1997"	"1997/05"	24496.84
	"Colorado"	"08"	"Jun, 1997"	"1997/06"	26153.30
	"Colorado"	"08"	"Jul, 1997"	"1997/07"	24787.06
	"Colorado"	"08"	"Aug, 1997"	"1997/08"	21237.11
	"Colorado"	"08"	"Sep, 1997"	"1997/09"	17980.17
	"Colorado"	"08"	"Oct, 1997"	"1997/10"	14546.86
	"Colorado"	"08"	"Nov, 1997"	"1997/11"	10107.73
	"Colorado"	"08"	"Dec, 1997"	"1997/12"	8487.68
	"Colorado"	"08"	"Jan, 1998"	"1998/01"	9307.16
	"Colorado"	"08"	"Feb, 1998"	"1998/02"	11937.43
	"Colorado"	"08"	"Mar, 1998"	"1998/03"	16639.60
	"Colorado"	"08"	"Apr, 1998"	"1998/04"	20327.70
	"Colorado"	"08"	"May, 1998"	"1998/05"	25289.40
	"Colorado"	"08"	"Jun, 1998"	"1998/06"	26714.32
	"Colorado"	"08"	"Jul, 1998"	"1998/07"	24062.27
	"Colorado"	"08"	"Aug, 1998"	"1998/08"	22455.69
	"Colorado"	"08"	"Sep, 1998"	"1998/09"	19035.52
	"Colorado"	"08"	"Oct, 1998"	"1998/10"	13828.41
	"Colorado"	"08"	"Nov, 1998"	"1998/11"	9987.00
	"Colorado"	"08"	"Dec, 1998"	"1998/12"	8565.39
	"Colorado"	"08"	"Jan, 1999"	"1999/01"	9022.99
	"Colorado"	"08"	"Feb, 1999"	"1999/02"	12863.34
	"Colorado"	"08"	"Mar, 1999"	"1999/03"	17349.17
	"Colorado"	"08"	"Apr, 1999"	"1999/04"	19186.61
	"Colorado"	"08"	"May, 1999"	"1999/05"	24268.25
	"Colorado"	"08"	"Jun, 1999"	"1999/06"	26643.14
	"Colorado"	"08"	"Jul, 1999"	"1999/07"	24633.52
	"Colorado"	"08"	"Aug, 1999"	"1999/08"	21656.06
	"Colorado"	"08"	"Sep, 1999"	"1999/09"	18626.01
	"Colorado"	"08"	"Oct, 1999"	"1999/10"	15006.02
	"Colorado"	"08"	"Nov, 1999"	"1999/11"	10820.79
	"Colorado"	"08"	"Dec, 1999"	"1999/12"	8495.81
	"Colorado"	"08"	"Jan, 2000"	"2000/01"	8944.74
	"Colorado"	"08"	"Feb, 2000"	"2000/02"	12489.12
	"Colorado"	"08"	"Mar, 2000"	"2000/03"	15912.08
	"Colorado"	"08"	"Apr, 2000"	"2000/04"	21192.19
	"Colorado"	"08"	"May, 2000"	"2000/05"	25089.09
	"Colorado"	"08"	"Jun, 2000"	"2000/06"	26591.30
	"Colorado"	"08"	"Jul, 2000"	"2000/07"	25230.06
	"Colorado"	"08"	"Aug, 2000"	"2000/08"	22182.07
	"Colorado"	"08"	"Sep, 2000"	"2000/09"	18787.56
	"Colorado"	"08"	"Oct, 2000"	"2000/10"	14128.82
	"Colorado"	"08"	"Nov, 2000"	"2000/11"	10023.12
	"Colorado"	"08"	"Dec, 2000"	"2000/12"	8642.13
	"Colorado"	"08"	"Jan, 2001"	"2001/01"	9466.14
	"Colorado"	"08"	"Feb, 2001"	"2001/02"	12404.20
	"Colorado"	"08"	"Mar, 2001"	"2001/03"	16316.08
	"Colorado"	"08"	"Apr, 2001"	"2001/04"	21147.42
	"Colorado"	"08"	"May, 2001"	"2001/05"	24570.31
	"Colorado"	"08"	"Jun, 2001"	"2001/06"	27335.14
	"Colorado"	"08"	"Jul, 2001"	"2001/07"	24807.89
	"Colorado"	"08"	"Aug, 2001"	"2001/08"	21953.73
	"Colorado"	"08"	"Sep, 2001"	"2001/09"	18961.96
	"Colorado"	"08"	"Oct, 2001"	"2001/10"	14486.56
	"Colorado"	"08"	"Nov, 2001"	"2001/11"	10088.87
	"Colorado"	"08"	"Dec, 2001"	"2001/12"	8573.92
	"Colorado"	"08"	"Jan, 2002"	"2002/01"	9353.43
	"Colorado"	"08"	"Feb, 2002"	"2002/02"	12915.51
	"Colorado"	"08"	"Mar, 2002"	"2002/03"	17105.83
	"Colorado"	"08"	"Apr, 2002"	"2002/04"	21308.67
	"Colorado"	"08"	"May, 2002"	"2002/05"	25318.73
	"Colorado"	"08"	"Jun, 2002"	"2002/06"	27345.48
	"Colorado"	"08"	"Jul, 2002"	"2002/07"	25305.31
	"Colorado"	"08"	"Aug, 2002"	"2002/08"	22594.43
	"Colorado"	"08"	"Sep, 2002"	"2002/09"	17860.60
	"Colorado"	"08"	"Oct, 2002"	"2002/10"	13998.42
	"Colorado"	"08"	"Nov, 2002"	"2002/11"	10183.76
	"Colorado"	"08"	"Dec, 2002"	"2002/12"	8542.06
	"Colorado"	"08"	"Jan, 2003"	"2003/01"	9279.36
	"Colorado"	"08"	"Feb, 2003"	"2003/02"	11898.04
	"Colorado"	"08"	"Mar, 2003"	"2003/03"	16356.79
	"Colorado"	"08"	"Apr, 2003"	"2003/04"	21138.67
	"Colorado"	"08"	"May, 2003"	"2003/05"	24453.28
	"Colorado"	"08"	"Jun, 2003"	"2003/06"	26391.80
	"Colorado"	"08"	"Jul, 2003"	"2003/07"	25573.81
	"Colorado"	"08"	"Aug, 2003"	"2003/08"	21998.16
	"Colorado"	"08"	"Sep, 2003"	"2003/09"	18834.42
	"Colorado"	"08"	"Oct, 2003"	"2003/10"	14635.04
	"Colorado"	"08"	"Nov, 2003"	"2003/11"	9848.27
	"Colorado"	"08"	"Dec, 2003"	"2003/12"	8396.87
	"Colorado"	"08"	"Jan, 2004"	"2004/01"	9339.56
	"Colorado"	"08"	"Feb, 2004"	"2004/02"	12480.50
	"Colorado"	"08"	"Mar, 2004"	"2004/03"	17467.87
	"Colorado"	"08"	"Apr, 2004"	"2004/04"	19955.06
	"Colorado"	"08"	"May, 2004"	"2004/05"	25424.23
	"Colorado"	"08"	"Jun, 2004"	"2004/06"	26223.68
	"Colorado"	"08"	"Jul, 2004"	"2004/07"	24507.39
	"Colorado"	"08"	"Aug, 2004"	"2004/08"	22142.27
	"Colorado"	"08"	"Sep, 2004"	"2004/09"	18044.08
	"Colorado"	"08"	"Oct, 2004"	"2004/10"	13671.86
	"Colorado"	"08"	"Nov, 2004"	"2004/11"	9419.60
	"Colorado"	"08"	"Dec, 2004"	"2004/12"	8423.53
	"Colorado"	"08"	"Jan, 2005"	"2005/01"	8893.34
	"Colorado"	"08"	"Feb, 2005"	"2005/02"	12350.91
	"Colorado"	"08"	"Mar, 2005"	"2005/03"	15899.97
	"Colorado"	"08"	"Apr, 2005"	"2005/04"	20629.00
	"Colorado"	"08"	"May, 2005"	"2005/05"	24477.45
	"Colorado"	"08"	"Jun, 2005"	"2005/06"	26574.34
	"Colorado"	"08"	"Jul, 2005"	"2005/07"	25735.94
	"Colorado"	"08"	"Aug, 2005"	"2005/08"	21743.67
	"Colorado"	"08"	"Sep, 2005"	"2005/09"	18868.72
	"Colorado"	"08"	"Oct, 2005"	"2005/10"	14087.91
	"Colorado"	"08"	"Nov, 2005"	"2005/11"	10224.65
	"Colorado"	"08"	"Dec, 2005"	"2005/12"	8350.22
	"Colorado"	"08"	"Jan, 2006"	"2006/01"	9346.03
	"Colorado"	"08"	"Feb, 2006"	"2006/02"	12837.17
	"Colorado"	"08"	"Mar, 2006"	"2006/03"	16761.33
	"Colorado"	"08"	"Apr, 2006"	"2006/04"	21091.39
	"Colorado"	"08"	"May, 2006"	"2006/05"	25672.76
	"Colorado"	"08"	"Jun, 2006"	"2006/06"	27237.47
	"Colorado"	"08"	"Jul, 2006"	"2006/07"	24302.06
	"Colorado"	"08"	"Aug, 2006"	"2006/08"	21650.69
	"Colorado"	"08"	"Sep, 2006"	"2006/09"	18391.07
	"Colorado"	"08"	"Oct, 2006"	"2006/10"	13562.99
	"Colorado"	"08"	"Nov, 2006"	"2006/11"	10290.94
	"Colorado"	"08"	"Dec, 2006"	"2006/12"	8355.00
	"Colorado"	"08"	"Jan, 2007"	"2007/01"	9503.04
	"Colorado"	"08"	"Feb, 2007"	"2007/02"	12363.29
	"Colorado"	"08"	"Mar, 2007"	"2007/03"	16907.04
	"Colorado"	"08"	"Apr, 2007"	"2007/04"	20446.71
	"Colorado"	"08"	"May, 2007"	"2007/05"	24837.94
	"Colorado"	"08"	"Jun, 2007"	"2007/06"	26841.35
	"Colorado"	"08"	"Jul, 2007"	"2007/07"	24954.61
	"Colorado"	"08"	"Aug, 2007"	"2007/08"	22131.77
	"Colorado"	"08"	"Sep, 2007"	"2007/09"	18583.80
	"Colorado"	"08"	"Oct, 2007"	"2007/10"	14380.54
	"Colorado"	"08"	"Nov, 2007"	"2007/11"	10617.74
	"Colorado"	"08"	"Dec, 2007"	"2007/12"	8115.04
	"Colorado"	"08"	"Jan, 2008"	"2008/01"	9192.87
	"Colorado"	"08"	"Feb, 2008"	"2008/02"	12438.85
	"Colorado"	"08"	"Mar, 2008"	"2008/03"	16555.28
	"Colorado"	"08"	"Apr, 2008"	"2008/04"	21403.52
	"Colorado"	"08"	"May, 2008"	"2008/05"	24734.03
	"Colorado"	"08"	"Jun, 2008"	"2008/06"	27081.24
	"Colorado"	"08"	"Jul, 2008"	"2008/07"	24680.61
	"Colorado"	"08"	"Aug, 2008"	"2008/08"	21633.78
	"Colorado"	"08"	"Sep, 2008"	"2008/09"	18907.62
	"Colorado"	"08"	"Oct, 2008"	"2008/10"	14371.47
	"Colorado"	"08"	"Nov, 2008"	"2008/11"	10003.72
	"Colorado"	"08"	"Dec, 2008"	"2008/12"	8208.45
	"Colorado"	"08"	"Jan, 2009"	"2009/01"	9134.83
	"Colorado"	"08"	"Feb, 2009"	"2009/02"	12786.11
	"Colorado"	"08"	"Mar, 2009"	"2009/03"	17136.76
	"Colorado"	"08"	"Apr, 2009"	"2009/04"	20550.84
	"Colorado"	"08"	"May, 2009"	"2009/05"	23719.55
	"Colorado"	"08"	"Jun, 2009"	"2009/06"	24781.25
	"Colorado"	"08"	"Jul, 2009"	"2009/07"	24737.52
	"Colorado"	"08"	"Aug, 2009"	"2009/08"	22856.46
	"Colorado"	"08"	"Sep, 2009"	"2009/09"	17590.24
	"Colorado"	"08"	"Oct, 2009"	"2009/10"	13564.22
	"Colorado"	"08"	"Nov, 2009"	"2009/11"	10610.83
	"Colorado"	"08"	"Dec, 2009"	"2009/12"	8374.99
	"Colorado"	"08"	"Jan, 2010"	"2010/01"	9387.30
	"Colorado"	"08"	"Feb, 2010"	"2010/02"	12386.38
	"Colorado"	"08"	"Mar, 2010"	"2010/03"	16616.08
	"Colorado"	"08"	"Apr, 2010"	"2010/04"	20267.02
	"Colorado"	"08"	"May, 2010"	"2010/05"	24821.76
	"Colorado"	"08"	"Jun, 2010"	"2010/06"	26815.91
	"Colorado"	"08"	"Jul, 2010"	"2010/07"	24851.15
	"Colorado"	"08"	"Aug, 2010"	"2010/08"	22282.91
	"Colorado"	"08"	"Sep, 2010"	"2010/09"	19490.33
	"Colorado"	"08"	"Oct, 2010"	"2010/10"	14253.21
	"Colorado"	"08"	"Nov, 2010"	"2010/11"	10186.97
	"Colorado"	"08"	"Dec, 2010"	"2010/12"	8140.00
	"Colorado"	"08"	"Jan, 2011"	"2011/01"	9295.97
	"Colorado"	"08"	"Feb, 2011"	"2011/02"	12553.96
	"Colorado"	"08"	"Mar, 2011"	"2011/03"	16578.86
	"Colorado"	"08"	"Apr, 2011"	"2011/04"	20353.44
	"Colorado"	"08"	"May, 2011"	"2011/05"	24392.08
	"Colorado"	"08"	"Jun, 2011"	"2011/06"	27457.13
	"Colorado"	"08"	"Jul, 2011"	"2011/07"	25032.74
	"Colorado"	"08"	"Aug, 2011"	"2011/08"	22744.15
	"Colorado"	"08"	"Sep, 2011"	"2011/09"	18668.14
	"Colorado"	"08"	"Oct, 2011"	"2011/10"	14394.98
	"Colorado"	"08"	"Nov, 2011"	"2011/11"	10465.66
	"Colorado"	"08"	"Dec, 2011"	"2011/12"	8437.67
"Total"	"Colorado"	"08"			17388.27
	"Connecticut"	"09"	"Jan, 1979"	"1979/01"	5666.31
	"Connecticut"	"09"	"Feb, 1979"	"1979/02"	9741.38
	"Connecticut"	"09"	"Mar, 1979"	"1979/03"	13831.36
	"Connecticut"	"09"	"Apr, 1979"	"1979/04"	16693.30
	"Connecticut"	"09"	"May, 1979"	"1979/05"	20653.47
	"Connecticut"	"09"	"Jun, 1979"	"1979/06"	23964.29
	"Connecticut"	"09"	"Jul, 1979"	"1979/07"	23055.83
	"Connecticut"	"09"	"Aug, 1979"	"1979/08"	18427.33
	"Connecticut"	"09"	"Sep, 1979"	"1979/09"	16250.68
	"Connecticut"	"09"	"Oct, 1979"	"1979/10"	10599.74
	"Connecticut"	"09"	"Nov, 1979"	"1979/11"	7802.54
	"Connecticut"	"09"	"Dec, 1979"	"1979/12"	7113.91
	"Connecticut"	"09"	"Jan, 1980"	"1980/01"	7280.50
	"Connecticut"	"09"	"Feb, 1980"	"1980/02"	9610.07
	"Connecticut"	"09"	"Mar, 1980"	"1980/03"	13191.04
	"Connecticut"	"09"	"Apr, 1980"	"1980/04"	16708.47
	"Connecticut"	"09"	"May, 1980"	"1980/05"	21185.59
	"Connecticut"	"09"	"Jun, 1980"	"1980/06"	23764.23
	"Connecticut"	"09"	"Jul, 1980"	"1980/07"	23497.91
	"Connecticut"	"09"	"Aug, 1980"	"1980/08"	20181.61
	"Connecticut"	"09"	"Sep, 1980"	"1980/09"	17700.37
	"Connecticut"	"09"	"Oct, 1980"	"1980/10"	11124.74
	"Connecticut"	"09"	"Nov, 1980"	"1980/11"	7880.90
	"Connecticut"	"09"	"Dec, 1980"	"1980/12"	7461.92
	"Connecticut"	"09"	"Jan, 1981"	"1981/01"	7092.82
	"Connecticut"	"09"	"Feb, 1981"	"1981/02"	9163.10
	"Connecticut"	"09"	"Mar, 1981"	"1981/03"	13471.42
	"Connecticut"	"09"	"Apr, 1981"	"1981/04"	17191.41
	"Connecticut"	"09"	"May, 1981"	"1981/05"	23954.44
	"Connecticut"	"09"	"Jun, 1981"	"1981/06"	22361.66
	"Connecticut"	"09"	"Jul, 1981"	"1981/07"	21499.49
	"Connecticut"	"09"	"Aug, 1981"	"1981/08"	19794.52
	"Connecticut"	"09"	"Sep, 1981"	"1981/09"	13982.71
	"Connecticut"	"09"	"Oct, 1981"	"1981/10"	10832.03
	"Connecticut"	"09"	"Nov, 1981"	"1981/11"	8263.25
	"Connecticut"	"09"	"Dec, 1981"	"1981/12"	6486.08
	"Connecticut"	"09"	"Jan, 1982"	"1982/01"	7031.47
	"Connecticut"	"09"	"Feb, 1982"	"1982/02"	9918.98
	"Connecticut"	"09"	"Mar, 1982"	"1982/03"	14658.26
	"Connecticut"	"09"	"Apr, 1982"	"1982/04"	19230.52
	"Connecticut"	"09"	"May, 1982"	"1982/05"	18933.67
	"Connecticut"	"09"	"Jun, 1982"	"1982/06"	19651.37
	"Connecticut"	"09"	"Jul, 1982"	"1982/07"	24454.07
	"Connecticut"	"09"	"Aug, 1982"	"1982/08"	19620.63
	"Connecticut"	"09"	"Sep, 1982"	"1982/09"	16119.18
	"Connecticut"	"09"	"Oct, 1982"	"1982/10"	12922.96
	"Connecticut"	"09"	"Nov, 1982"	"1982/11"	8423.64
	"Connecticut"	"09"	"Dec, 1982"	"1982/12"	7024.59
	"Connecticut"	"09"	"Jan, 1983"	"1983/01"	7618.51
	"Connecticut"	"09"	"Feb, 1983"	"1983/02"	10924.61
	"Connecticut"	"09"	"Mar, 1983"	"1983/03"	13231.14
	"Connecticut"	"09"	"Apr, 1983"	"1983/04"	15630.22
	"Connecticut"	"09"	"May, 1983"	"1983/05"	18815.06
	"Connecticut"	"09"	"Jun, 1983"	"1983/06"	24907.36
	"Connecticut"	"09"	"Jul, 1983"	"1983/07"	22952.60
	"Connecticut"	"09"	"Aug, 1983"	"1983/08"	20171.06
	"Connecticut"	"09"	"Sep, 1983"	"1983/09"	17779.20
	"Connecticut"	"09"	"Oct, 1983"	"1983/10"	11967.41
	"Connecticut"	"09"	"Nov, 1983"	"1983/11"	8133.71
	"Connecticut"	"09"	"Dec, 1983"	"1983/12"	6525.22
	"Connecticut"	"09"	"Jan, 1984"	"1984/01"	7210.90
	"Connecticut"	"09"	"Feb, 1984"	"1984/02"	8991.67
	"Connecticut"	"09"	"Mar, 1984"	"1984/03"	13137.95
	"Connecticut"	"09"	"Apr, 1984"	"1984/04"	16475.12
	"Connecticut"	"09"	"May, 1984"	"1984/05"	18021.48
	"Connecticut"	"09"	"Jun, 1984"	"1984/06"	22137.28
	"Connecticut"	"09"	"Jul, 1984"	"1984/07"	21316.90
	"Connecticut"	"09"	"Aug, 1984"	"1984/08"	19610.11
	"Connecticut"	"09"	"Sep, 1984"	"1984/09"	16453.73
	"Connecticut"	"09"	"Oct, 1984"	"1984/10"	11547.37
	"Connecticut"	"09"	"Nov, 1984"	"1984/11"	8385.98
	"Connecticut"	"09"	"Dec, 1984"	"1984/12"	6947.36
	"Connecticut"	"09"	"Jan, 1985"	"1985/01"	6852.60
	"Connecticut"	"09"	"Feb, 1985"	"1985/02"	9684.65
	"Connecticut"	"09"	"Mar, 1985"	"1985/03"	15318.54
	"Connecticut"	"09"	"Apr, 1985"	"1985/04"	17510.31
	"Connecticut"	"09"	"May, 1985"	"1985/05"	20421.95
	"Connecticut"	"09"	"Jun, 1985"	"1985/06"	20446.12
	"Connecticut"	"09"	"Jul, 1985"	"1985/07"	23369.48
	"Connecticut"	"09"	"Aug, 1985"	"1985/08"	18775.69
	"Connecticut"	"09"	"Sep, 1985"	"1985/09"	15927.10
	"Connecticut"	"09"	"Oct, 1985"	"1985/10"	12633.68
	"Connecticut"	"09"	"Nov, 1985"	"1985/11"	7333.34
	"Connecticut"	"09"	"Dec, 1985"	"1985/12"	6060.99
	"Connecticut"	"09"	"Jan, 1986"	"1986/01"	7585.04
	"Connecticut"	"09"	"Feb, 1986"	"1986/02"	8879.63
	"Connecticut"	"09"	"Mar, 1986"	"1986/03"	15720.12
	"Connecticut"	"09"	"Apr, 1986"	"1986/04"	16636.66
	"Connecticut"	"09"	"May, 1986"	"1986/05"	21636.47
	"Connecticut"	"09"	"Jun, 1986"	"1986/06"	22064.40
	"Connecticut"	"09"	"Jul, 1986"	"1986/07"	20194.77
	"Connecticut"	"09"	"Aug, 1986"	"1986/08"	19976.55
	"Connecticut"	"09"	"Sep, 1986"	"1986/09"	15554.50
	"Connecticut"	"09"	"Oct, 1986"	"1986/10"	12313.65
	"Connecticut"	"09"	"Nov, 1986"	"1986/11"	7843.32
	"Connecticut"	"09"	"Dec, 1986"	"1986/12"	7244.60
	"Connecticut"	"09"	"Jan, 1987"	"1987/01"	7156.37
	"Connecticut"	"09"	"Feb, 1987"	"1987/02"	12061.12
	"Connecticut"	"09"	"Mar, 1987"	"1987/03"	14729.13
	"Connecticut"	"09"	"Apr, 1987"	"1987/04"	14943.66
	"Connecticut"	"09"	"May, 1987"	"1987/05"	20526.62
	"Connecticut"	"09"	"Jun, 1987"	"1987/06"	23068.20
	"Connecticut"	"09"	"Jul, 1987"	"1987/07"	21459.03
	"Connecticut"	"09"	"Aug, 1987"	"1987/08"	20296.92
	"Connecticut"	"09"	"Sep, 1987"	"1987/09"	14147.90
	"Connecticut"	"09"	"Oct, 1987"	"1987/10"	12778.00
	"Connecticut"	"09"	"Nov, 1987"	"1987/11"	8095.39
	"Connecticut"	"09"	"Dec, 1987"	"1987/12"	6724.24
	"Connecticut"	"09"	"Jan, 1988"	"1988/01"	7452.81
	"Connecticut"	"09"	"Feb, 1988"	"1988/02"	10017.20
	"Connecticut"	"09"	"Mar, 1988"	"1988/03"	15977.77
	"Connecticut"	"09"	"Apr, 1988"	"1988/04"	17157.94
	"Connecticut"	"09"	"May, 1988"	"1988/05"	20666.64
	"Connecticut"	"09"	"Jun, 1988"	"1988/06"	24189.19
	"Connecticut"	"09"	"Jul, 1988"	"1988/07"	21556.47
	"Connecticut"	"09"	"Aug, 1988"	"1988/08"	21277.25
	"Connecticut"	"09"	"Sep, 1988"	"1988/09"	17376.40
	"Connecticut"	"09"	"Oct, 1988"	"1988/10"	11833.46
	"Connecticut"	"09"	"Nov, 1988"	"1988/11"	8372.10
	"Connecticut"	"09"	"Dec, 1988"	"1988/12"	7337.68
	"Connecticut"	"09"	"Jan, 1989"	"1989/01"	7608.62
	"Connecticut"	"09"	"Feb, 1989"	"1989/02"	8536.09
	"Connecticut"	"09"	"Mar, 1989"	"1989/03"	14240.61
	"Connecticut"	"09"	"Apr, 1989"	"1989/04"	17196.15
	"Connecticut"	"09"	"May, 1989"	"1989/05"	20605.81
	"Connecticut"	"09"	"Jun, 1989"	"1989/06"	20369.11
	"Connecticut"	"09"	"Jul, 1989"	"1989/07"	21144.77
	"Connecticut"	"09"	"Aug, 1989"	"1989/08"	20011.42
	"Connecticut"	"09"	"Sep, 1989"	"1989/09"	15326.80
	"Connecticut"	"09"	"Oct, 1989"	"1989/10"	12341.90
	"Connecticut"	"09"	"Nov, 1989"	"1989/11"	8105.62
	"Connecticut"	"09"	"Dec, 1989"	"1989/12"	7385.83
	"Connecticut"	"09"	"Jan, 1990"	"1990/01"	7268.71
	"Connecticut"	"09"	"Feb, 1990"	"1990/02"	9813.63
	"Connecticut"	"09"	"Mar, 1990"	"1990/03"	15031.95
	"Connecticut"	"09"	"Apr, 1990"	"1990/04"	16704.32
	"Connecticut"	"09"	"May, 1990"	"1990/05"	19829.20
	"Connecticut"	"09"	"Jun, 1990"	"1990/06"	23255.33
	"Connecticut"	"09"	"Jul, 1990"	"1990/07"	20683.57
	"Connecticut"	"09"	"Aug, 1990"	"1990/08"	19375.87
	"Connecticut"	"09"	"Sep, 1990"	"1990/09"	16910.18
	"Connecticut"	"09"	"Oct, 1990"	"1990/10"	13243.03
	"Connecticut"	"09"	"Nov, 1990"	"1990/11"	8926.79
	"Connecticut"	"09"	"Dec, 1990"	"1990/12"	6428.49
	"Connecticut"	"09"	"Jan, 1991"	"1991/01"	7121.63
	"Connecticut"	"09"	"Feb, 1991"	"1991/02"	9428.46
	"Connecticut"	"09"	"Mar, 1991"	"1991/03"	13856.78
	"Connecticut"	"09"	"Apr, 1991"	"1991/04"	17661.08
	"Connecticut"	"09"	"May, 1991"	"1991/05"	23376.82
	"Connecticut"	"09"	"Jun, 1991"	"1991/06"	24018.76
	"Connecticut"	"09"	"Jul, 1991"	"1991/07"	21980.35
	"Connecticut"	"09"	"Aug, 1991"	"1991/08"	20821.81
	"Connecticut"	"09"	"Sep, 1991"	"1991/09"	16325.17
	"Connecticut"	"09"	"Oct, 1991"	"1991/10"	12881.34
	"Connecticut"	"09"	"Nov, 1991"	"1991/11"	7315.05
	"Connecticut"	"09"	"Dec, 1991"	"1991/12"	7022.06
	"Connecticut"	"09"	"Jan, 1992"	"1992/01"	7182.53
	"Connecticut"	"09"	"Feb, 1992"	"1992/02"	9544.95
	"Connecticut"	"09"	"Mar, 1992"	"1992/03"	14280.23
	"Connecticut"	"09"	"Apr, 1992"	"1992/04"	17693.08
	"Connecticut"	"09"	"May, 1992"	"1992/05"	20800.54
	"Connecticut"	"09"	"Jun, 1992"	"1992/06"	23267.11
	"Connecticut"	"09"	"Jul, 1992"	"1992/07"	21731.08
	"Connecticut"	"09"	"Aug, 1992"	"1992/08"	20193.02
	"Connecticut"	"09"	"Sep, 1992"	"1992/09"	16094.01
	"Connecticut"	"09"	"Oct, 1992"	"1992/10"	11919.88
	"Connecticut"	"09"	"Nov, 1992"	"1992/11"	7182.61
	"Connecticut"	"09"	"Dec, 1992"	"1992/12"	6417.14
	"Connecticut"	"09"	"Jan, 1993"	"1993/01"	6837.64
	"Connecticut"	"09"	"Feb, 1993"	"1993/02"	10535.00
	"Connecticut"	"09"	"Mar, 1993"	"1993/03"	13469.31
	"Connecticut"	"09"	"Apr, 1993"	"1993/04"	17449.25
	"Connecticut"	"09"	"May, 1993"	"1993/05"	22787.73
	"Connecticut"	"09"	"Jun, 1993"	"1993/06"	23734.30
	"Connecticut"	"09"	"Jul, 1993"	"1993/07"	22256.01
	"Connecticut"	"09"	"Aug, 1993"	"1993/08"	19237.49
	"Connecticut"	"09"	"Sep, 1993"	"1993/09"	14620.94
	"Connecticut"	"09"	"Oct, 1993"	"1993/10"	12222.75
	"Connecticut"	"09"	"Nov, 1993"	"1993/11"	8647.96
